Crop_ID,Scientific_Name,Common_Name,Local_Name,Crop_Category,Indian_State,Agro_Climate_Zone,Optimal_Temperature_Min,Optimal_Temperature_Max,Optimal_Soil_Moisture_Min,Optimal_Soil_Moisture_Max,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Light_Intensity_Lux,Rainfall_mm,Weather_API_Temperature,Weather_API_Humidity,Weather_API_Rainfall,Stress_Level,Stress_Type
C0136,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,27.24,52.49,69.21,975.8,235.31,25.53,52.83,242.96,0,Normal
C0137,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,27.89,50.94,77.16,1177.47,50.21,28.67,54.15,41.04,0,Normal
C0138,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,39.66,32.05,9.97,1136.21,12.99,39.83,34.14,20.41,2,Water Stress
C0139,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,45.61,61.49,18.58,860.82,138.25,46.0,64.32,137.87,2,Water Stress
C0140,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,26.64,77.11,78.77,793.28,162.57,26.56,78.27,159.15,0,Normal
C0141,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,33.61,72.82,52.95,698.2,138.84,34.48,70.1,148.77,1,Moderate Drought
C0142,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,44.55,44.34,8.99,618.4,50.89,45.91,41.08,60.11,2,Water Stress
C0143,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,36.16,94.2,39.58,240.11,216.76,36.47,93.58,221.26,1,Heat Stress
C0144,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,32.47,72.58,74.54,1192.13,70.96,31.91,71.41,70.28,1,Heat Stress
C0145,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,41.65,41.68,20.52,437.54,242.85,40.37,45.22,242.69,2,Heat Stress
C0146,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,23.06,63.46,46.13,559.23,148.24,21.72,62.37,157.63,0,Normal
C0147,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,26.57,80.28,66.5,330.87,242.46,26.38,77.64,233.93,0,Normal
C0148,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,26.24,83.88,58.43,630.89,62.18,26.71,85.95,55.52,0,Normal
C0149,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,22.48,73.15,68.41,674.63,211.04,23.7,74.0,218.41,0,Normal
C0150,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,25.23,33.71,68.09,731.17,234.15,23.39,29.93,233.2,0,Normal
C0151,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,37.21,74.73,15.14,597.38,119.97,37.96,69.91,116.44,2,Heat Stress
C0152,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,41.06,61.78,12.63,866.86,34.91,39.18,59.85,39.01,2,Water Stress
C0153,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,31.73,36.1,59.1,872.6,110.94,33.21,32.88,114.79,0,Normal
C0154,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,41.61,45.87,15.25,1030.88,216.15,42.69,42.0,222.06,2,Heat Stress
C0155,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,39.2,55.6,33.23,851.23,26.65,39.84,60.6,17.61,2,Heat Stress
C0156,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,32.85,35.88,39.83,488.69,27.28,33.45,38.53,35.79,2,Drought Stress
C0157,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,27.83,58.31,63.89,1017.83,30.05,28.01,53.37,26.54,1,Light Stress
C0158,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,27.32,59.17,53.25,437.54,93.31,26.23,54.9,95.38,1,Moderate Drought
C0159,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.39,65.25,65.86,1151.48,211.79,34.05,68.39,203.97,1,Light Stress
C0160,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,28.37,60.99,47.38,594.37,137.35,29.36,63.14,137.78,0,Normal
C0161,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,43.02,88.37,45.35,443.48,231.76,41.26,92.72,228.79,2,Drought Stress
C0162,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,23.83,48.52,75.14,507.29,200.76,23.99,46.63,202.96,0,Normal
C0163,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,34.91,63.96,21.54,323.22,214.85,36.11,60.81,210.76,2,Drought Stress
C0164,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,41.3,82.39,41.71,750.23,10.85,41.83,86.9,12.89,2,Heat Stress
C0165,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,46.19,72.03,16.4,374.77,90.19,47.81,74.73,91.33,2,Drought Stress
C0166,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,24.53,85.33,51.96,871.42,202.38,25.6,81.82,200.86,0,Normal
C0167,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,23.53,60.74,66.08,735.36,44.61,22.78,58.04,38.74,0,Normal
C0168,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,21.42,62.29,39.76,1187.79,34.11,22.2,61.33,32.67,1,Moderate Drought
C0169,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,39.85,36.77,34.74,924.34,144.6,38.94,32.56,136.31,2,Heat Stress
C0170,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,41.34,52.33,11.47,817.16,110.6,42.67,54.03,102.0,2,Water Stress
C0171,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,11.78,64.64,39.64,524.33,83.25,12.46,69.58,86.49,1,Light Stress
C0172,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,29.61,66.55,55.93,1157.63,43.83,30.37,63.56,44.54,1,Heat Stress
C0173,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,25.4,52.59,68.9,864.91,198.86,27.11,49.94,196.85,0,Normal
C0174,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,34.9,65.1,73.18,1042.03,130.24,35.4,60.99,135.34,0,Normal
C0175,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,33.09,76.07,83.46,236.16,75.78,32.14,74.67,67.53,0,Normal
C0176,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,38.88,59.07,11.11,800.59,128.92,40.55,59.04,138.76,2,Heat Stress
C0177,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,38.46,65.08,32.92,827.95,168.58,38.59,67.3,161.4,2,Heat Stress
C0178,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,33.19,31.49,39.68,353.79,55.9,35.02,32.22,64.56,0,Normal
C0179,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,23.55,61.66,25.69,806.25,191.2,22.25,61.68,189.18,1,Light Stress
C0180,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,23.68,31.68,52.05,335.17,240.78,23.87,36.34,239.43,0,Normal
C0181,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,20.06,36.87,68.79,840.83,54.01,20.54,38.37,47.05,0,Normal
C0182,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,22.37,33.78,56.5,1194.87,14.45,23.15,38.62,9.23,0,Normal
C0183,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,25.34,36.57,49.1,892.16,15.57,25.37,41.53,21.85,0,Normal
C0184,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,26.13,57.7,73.08,330.71,221.65,25.92,54.64,219.01,1,Heat Stress
C0185,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,35.86,92.65,55.35,448.58,33.45,35.54,95.55,35.09,1,Heat Stress
C0186,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,41.33,30.79,32.85,441.2,243.97,42.53,35.38,243.73,2,Drought Stress
C0187,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,24.58,84.88,79.09,298.08,122.06,23.18,83.13,126.81,0,Normal
C0188,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,20.52,55.51,54.72,1156.22,33.29,18.93,57.09,42.14,1,Heat Stress
C0189,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,40.53,32.5,16.17,1101.76,115.37,41.08,34.09,123.27,2,Heat Stress
C0190,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.28,39.76,48.0,937.43,128.06,33.0,35.18,119.75,1,Moderate Drought
C0191,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,40.5,92.17,5.71,937.51,88.31,39.69,90.67,93.81,2,Drought Stress
C0192,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,19.63,65.73,24.58,1030.53,17.18,19.33,61.55,17.47,1,Moderate Drought
C0193,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,45.48,54.83,7.28,405.69,30.35,45.94,57.57,33.22,2,Drought Stress
C0194,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,15.84,38.14,78.27,674.34,28.49,15.78,42.34,28.9,1,Moderate Drought
C0195,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,23.13,90.33,17.41,424.62,93.04,22.86,89.72,95.3,1,Moderate Drought
C0196,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,31.68,87.65,6.82,845.81,71.48,32.95,91.26,78.41,2,Water Stress
C0197,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,36.77,93.6,35.2,948.19,139.45,35.49,89.13,135.85,2,Drought Stress
C0198,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,38.89,40.71,21.19,331.73,181.49,40.16,37.85,181.61,2,Drought Stress
C0199,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,45.13,78.32,21.27,811.94,26.48,43.74,74.26,28.03,2,Drought Stress
C0200,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,43.04,30.61,11.43,446.68,181.62,45.0,26.6,179.65,2,Heat Stress
C0201,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,36.43,70.04,16.1,388.02,88.85,37.56,70.58,78.95,2,Heat Stress
C0202,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,37.25,78.72,27.37,958.68,169.59,38.27,82.14,169.0,2,Heat Stress
C0203,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,22.49,87.6,26.2,793.04,97.88,22.14,89.56,87.95,1,Heat Stress
C0204,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,20.82,68.23,49.71,680.97,160.58,19.08,69.03,161.81,1,Moderate Drought
C0205,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,27.07,69.14,62.21,222.93,80.53,27.62,65.63,84.44,1,Heat Stress
C0206,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,36.87,58.61,13.39,347.45,82.05,36.61,54.5,76.46,2,Water Stress
C0207,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,24.18,71.77,69.92,621.25,159.04,25.33,67.95,157.24,1,Heat Stress
C0208,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,42.69,41.99,16.44,562.24,83.63,40.79,37.23,90.26,2,Drought Stress
C0209,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,30.18,91.14,75.97,459.3,107.41,31.67,94.56,101.14,0,Normal
C0210,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,43.21,71.03,14.66,249.84,225.98,44.84,73.83,216.12,2,Heat Stress
C0211,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,23.38,55.92,67.63,1122.62,118.02,21.43,53.75,108.91,0,Normal
C0212,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,21.31,81.16,75.51,1174.83,92.8,21.02,84.61,88.16,0,Normal
C0213,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,26.53,70.28,61.16,761.99,86.48,25.79,73.0,78.21,0,Normal
C0214,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,32.06,38.32,73.71,1082.14,98.36,33.37,41.2,100.85,0,Normal
C0215,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,39.59,42.88,51.52,765.33,115.98,41.48,43.96,112.97,1,Light Stress
C0216,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,22.27,46.31,36.76,1050.62,140.31,22.36,42.46,147.51,0,Normal
C0217,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,40.47,69.84,19.16,426.15,211.73,40.19,66.25,215.01,2,Drought Stress
C0218,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,21.46,59.91,55.86,949.28,72.65,22.61,56.03,69.77,0,Normal
C0219,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,40.56,86.69,19.92,744.85,189.61,41.57,81.87,182.13,2,Water Stress
C0220,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,23.23,59.33,29.05,1184.99,193.0,21.34,54.98,192.28,1,Moderate Drought
C0221,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,33.77,54.18,12.47,651.7,99.35,32.14,53.59,93.26,2,Heat Stress
C0222,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,20.94,79.24,67.13,476.44,78.09,21.51,76.19,86.03,0,Normal
C0223,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,24.85,50.59,52.89,1057.18,226.54,23.95,55.42,219.35,1,Heat Stress
C0224,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,24.39,72.53,72.35,352.1,110.08,24.86,68.36,117.73,0,Normal
C0225,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,43.54,61.55,43.69,322.43,181.3,42.83,66.52,190.89,2,Water Stress
C0226,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,13.25,64.28,52.78,919.35,222.56,11.56,66.6,216.31,1,Light Stress
C0227,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,42.73,79.37,21.22,1188.07,225.32,43.34,77.51,220.41,2,Water Stress
C0228,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,46.16,37.34,10.25,287.18,179.77,45.84,41.39,184.56,2,Drought Stress
C0229,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,25.37,67.52,45.89,938.07,201.55,26.74,65.06,192.17,0,Normal
C0230,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,35.74,41.37,14.45,1055.74,56.79,37.09,39.16,59.65,2,Water Stress
C0231,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,33.59,34.45,17.21,963.16,102.08,34.63,38.49,96.73,2,Water Stress
C0232,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,30.41,88.97,27.47,870.73,140.11,28.86,88.44,139.32,2,Water Stress
C0233,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,43.83,82.15,12.61,679.07,4.5,43.51,77.42,13.82,2,Heat Stress
C0234,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.08,83.69,89.46,899.32,209.87,34.0,84.91,211.05,0,Normal
C0235,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,28.78,44.2,49.93,320.25,17.09,27.84,39.66,18.43,1,Heat Stress
C0236,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,32.37,44.71,66.48,930.25,149.7,30.63,48.49,157.25,0,Normal
C0237,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,22.08,70.7,89.78,731.32,209.54,21.23,69.99,204.89,0,Normal
C0238,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,37.01,68.93,31.35,314.93,23.46,38.65,70.63,30.05,2,Drought Stress
C0239,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,44.0,35.34,25.7,1110.68,116.11,42.55,33.75,109.4,2,Water Stress
C0240,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,34.48,81.27,78.9,839.61,169.11,33.01,78.61,174.84,0,Normal
C0241,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,41.84,78.33,7.72,706.27,158.53,40.12,75.88,155.76,2,Water Stress
C0242,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,16.14,93.15,22.7,531.35,120.51,14.93,94.26,116.12,1,Heat Stress
C0243,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,27.75,30.5,30.17,419.07,9.18,26.18,28.89,15.23,0,Normal
C0244,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,25.25,48.06,41.14,1016.68,71.14,26.53,48.37,78.74,1,Heat Stress
C0245,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,20.59,94.53,52.15,331.49,68.68,20.17,93.75,66.9,1,Heat Stress
C0246,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,35.0,83.55,14.12,1155.06,205.3,33.0,84.91,196.32,2,Drought Stress
C0247,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,20.6,74.63,72.08,314.49,95.96,20.42,73.32,88.38,0,Normal
C0248,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,31.53,50.87,28.55,949.85,103.17,32.11,52.33,110.93,1,Heat Stress
C0249,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,28.55,69.82,31.94,1073.7,180.99,27.03,73.84,172.32,1,Moderate Drought
C0250,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,21.98,64.61,35.64,648.85,21.1,21.58,68.71,27.26,1,Heat Stress
C0251,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,22.0,34.38,64.5,587.39,212.96,21.61,30.16,213.81,0,Normal
C0252,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,41.13,59.26,11.79,779.27,189.84,39.53,63.15,180.08,2,Water Stress
C0253,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,20.55,63.26,26.61,365.63,161.44,18.73,65.88,170.37,1,Light Stress
C0254,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,24.21,30.44,44.47,585.87,197.93,24.59,26.45,204.87,0,Normal
C0255,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,31.83,59.51,56.91,888.27,35.14,31.78,54.79,35.25,1,Heat Stress
C0256,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,32.69,90.17,6.56,614.15,98.86,31.94,86.64,98.62,2,Heat Stress
C0257,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,23.03,54.36,54.26,674.01,111.03,25.01,54.82,102.8,0,Normal
C0258,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,22.18,65.19,16.7,354.15,138.43,22.35,67.81,145.1,1,Heat Stress
C0259,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,26.05,41.52,56.67,707.45,169.35,24.99,44.82,170.24,1,Light Stress
C0260,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,29.16,39.78,69.99,1016.76,51.83,30.29,42.13,47.84,0,Normal
C0261,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,31.89,77.5,74.23,347.98,213.14,32.73,81.57,205.79,0,Normal
C0262,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,26.18,86.55,60.91,330.65,197.63,24.68,89.49,193.14,1,Light Stress
C0263,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,39.61,63.34,10.95,293.67,188.66,39.58,61.36,188.48,2,Water Stress
C0264,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,30.82,63.23,57.06,692.33,144.32,32.28,68.04,142.47,1,Light Stress
C0265,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,45.35,60.97,33.68,1196.12,14.87,43.36,62.37,10.84,2,Drought Stress
C0266,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,24.68,32.0,37.68,1171.53,55.19,25.61,34.63,63.77,0,Normal
C0267,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,33.08,71.12,55.82,844.47,204.95,32.41,73.45,205.52,0,Normal
C0268,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,46.93,83.85,7.01,494.62,3.58,47.89,87.19,8.39,2,Heat Stress
C0269,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,27.53,72.81,73.07,966.12,211.48,27.99,68.69,211.23,0,Normal
C0270,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,29.08,34.29,52.21,548.82,27.75,30.31,38.77,19.2,0,Normal
C0271,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,33.66,62.54,9.49,994.52,176.77,31.86,58.27,174.83,2,Drought Stress
C0272,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,22.32,82.23,65.62,1129.23,101.28,23.95,80.44,100.8,0,Normal
C0273,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,27.69,69.23,74.47,557.81,161.95,26.18,73.11,162.02,0,Normal
